Product_Code,Week,Sales
P270,W11,22.0
P284,W11,14.0
P285,W11,12.0
P286,W11,22.0
P294,W11,13.0
P314,W11,11.0
P321,W11,11.0
P332,W11,15.0
P333,W11,11.0
P334,W11,14.0
P397,W11,11.0
P398,W11,11.0
P400,W11,11.0
P403,W11,20.0
P405,W11,24.0
P406,W11,11.0
P407,W11,17.0
P408,W11,11.0
P409,W11,25.0
P410,W11,16.0
P411,W11,18.0
P430,W11,16.0
P435,W11,17.0
P486,W11,22.0
P487,W11,16.0
P488,W11,11.0
P491,W11,28.0
P492,W11,17.0
P493,W11,11.0
P495,W11,16.0
P496,W11,13.0
P499,W11,13.0
P502,W11,11.0
P503,W11,14.0
P504,W11,13.0
P505,W11,13.0
P506,W11,22.0
P507,W11,19.0
P511,W11,30.0
P512,W11,14.0
P513,W11,24.0
P514,W11,15.0
P516,W11,20.0
P518,W11,15.0
P519,W11,24.0
P520,W11,14.0
P521,W11,13.0
P522,W11,14.0
P524,W11,20.0
P525,W11,12.0
P526,W11,20.0
P527,W11,11.0
P528,W11,18.0
P529,W11,16.0
P530,W11,20.0
P533,W11,24.0
P535,W11,24.0
P536,W11,12.0
P537,W11,24.0
P538,W11,14.0
P540,W11,11.0
P541,W11,11.0
P542,W11,12.0
P543,W11,12.0
P545,W11,25.0
P547,W11,11.0
P548,W11,31.0
P549,W11,38.0
P550,W11,14.0
P552,W11,12.0
P554,W11,23.0
P556,W11,23.0
P557,W11,28.0
P558,W11,13.0
P559,W11,12.0
P560,W11,16.0
P563,W11,11.0
P564,W11,12.0
P566,W11,30.0
P598,W11,13.0
P612,W11,14.0
P613,W11,32.0
P615,W11,24.0
P617,W11,46.0
P618,W11,34.0
P619,W11,33.0
P620,W11,37.0
P621,W11,34.0
P622,W11,32.0
P623,W11,37.0
P624,W11,11.0
P625,W11,11.0
P627,W11,11.0
P628,W11,12.0
P631,W11,13.0
P632,W11,15.0
P634,W11,14.0
P635,W11,13.0
P638,W11,15.0
P640,W11,18.0
P781,W11,16.0
P1,W12,16.0
P8,W12,15.0
P9,W12,16.0
P10,W12,23.0
P13,W12,11.0
P14,W12,14.0
P15,W12,43.0
P16,W12,43.0
P17,W12,33.0
P18,W12,38.0
P19,W12,30.0
P21,W12,15.0
P24,W12,53.0
P25,W12,35.0
P26,W12,15.0
P27,W12,35.0
P28,W12,37.0
P29,W12,14.0
P30,W12,41.0
P33,W12,18.0
P34,W12,28.0
P35,W12,29.0
P36,W12,61.0
P37,W12,46.0
P38,W12,35.0
P39,W12,47.0
P40,W12,48.0
P41,W12,35.0
P42,W12,37.0
P43,W12,37.0
P44,W12,30.0
P45,W12,54.0
P46,W12,38.0
P47,W12,41.0
P48,W12,30.0
P49,W12,32.0
P51,W12,28.0
P52,W12,31.0
P54,W12,37.0
P55,W12,26.0
P56,W12,45.0
P57,W12,37.0
P58,W12,26.0
P60,W12,39.0
P61,W12,41.0
P62,W12,15.0
P63,W12,40.0
P64,W12,38.0
P66,W12,35.0
P67,W12,33.0
P69,W12,35.0
P70,W12,41.0
P72,W12,36.0
P73,W12,36.0
P74,W12,15.0
P75,W12,45.0
P76,W12,51.0
P78,W12,31.0
P79,W12,42.0
P80,W12,40.0
P81,W12,16.0
P83,W12,44.0
P84,W12,42.0
P85,W12,43.0
P86,W12,32.0
P87,W12,37.0
P88,W12,38.0
P89,W12,45.0
P90,W12,44.0
P92,W12,36.0
P93,W12,12.0
P96,W12,46.0
P97,W12,46.0
P100,W12,11.0
P101,W12,49.0
P102,W12,39.0
P107,W12,18.0
P112,W12,32.0
P113,W12,31.0
P114,W12,15.0
P115,W12,11.0
P119,W12,42.0
P120,W12,38.0
P125,W12,11.0
P128,W12,40.0
P129,W12,41.0
P130,W12,38.0
P131,W12,40.0
P132,W12,36.0
P133,W12,40.0
P134,W12,42.0
P135,W12,39.0
P136,W12,32.0
P137,W12,35.0
P138,W12,43.0
P139,W12,47.0
P140,W12,45.0
P141,W12,29.0
P142,W12,25.0
P143,W12,39.0
P144,W12,13.0
P145,W12,14.0
P149,W12,13.0
P152,W12,13.0
P153,W12,11.0
P157,W12,11.0
P160,W12,14.0
P165,W12,11.0
P167,W12,33.0
P168,W12,43.0
P169,W12,31.0
P170,W12,31.0
P172,W12,37.0
P173,W12,42.0
P174,W12,33.0
P175,W12,38.0
P176,W12,44.0
P177,W12,30.0
P178,W12,47.0
P179,W12,37.0
P180,W12,40.0
P181,W12,39.0
P182,W12,43.0
P183,W12,41.0
P184,W12,38.0
P185,W12,29.0
P186,W12,39.0
P187,W12,34.0
P188,W12,35.0
P189,W12,41.0
P190,W12,41.0
P191,W12,57.0
P192,W12,39.0
P193,W12,45.0
P194,W12,37.0
P196,W12,38.0
P198,W12,14.0
P200,W12,18.0
P202,W12,18.0
P205,W12,12.0
P208,W12,31.0
P209,W12,11.0
P210,W12,15.0
P261,W12,27.0
P262,W12,29.0
P263,W12,16.0
P267,W12,14.0
P268,W12,29.0
P269,W12,12.0
P270,W12,16.0
P284,W12,20.0
P286,W12,18.0
P304,W12,13.0
P314,W12,14.0
P319,W12,13.0
P324,W12,14.0
P332,W12,11.0
P333,W12,13.0
P364,W12,16.0
P398,W12,14.0
P399,W12,13.0
P400,W12,11.0
P403,W12,17.0
P405,W12,22.0
P406,W12,20.0
P407,W12,31.0
P408,W12,11.0
P409,W12,43.0
P410,W12,15.0
P411,W12,11.0
P413,W12,12.0
P430,W12,16.0
P431,W12,13.0
P435,W12,15.0
P437,W12,12.0
P485,W12,15.0
P486,W12,16.0
P487,W12,19.0
P488,W12,12.0
P490,W12,11.0
P491,W12,11.0
P494,W12,19.0
P496,W12,13.0
P500,W12,12.0
P502,W12,13.0
P503,W12,12.0
P504,W12,13.0
P505,W12,18.0
P506,W12,11.0
P507,W12,18.0
P508,W12,12.0
P510,W12,11.0
P511,W12,33.0
P512,W12,19.0
P513,W12,16.0
P516,W12,23.0
P517,W12,15.0
P519,W12,22.0
P520,W12,14.0
P522,W12,11.0
P523,W12,11.0
P524,W12,22.0
P526,W12,12.0
P528,W12,17.0
P529,W12,19.0
P533,W12,29.0
P535,W12,19.0
P536,W12,11.0
P537,W12,15.0
P538,W12,19.0
P539,W12,14.0
P540,W12,11.0
P542,W12,12.0
P543,W12,12.0
P544,W12,15.0
P545,W12,11.0
P546,W12,18.0
P547,W12,15.0
P548,W12,29.0
P549,W12,34.0
P550,W12,12.0
P554,W12,18.0
P555,W12,15.0
P556,W12,22.0
P557,W12,34.0
P558,W12,18.0
P559,W12,14.0
P563,W12,11.0
P564,W12,14.0
P566,W12,22.0
P598,W12,19.0
P612,W12,16.0
P613,W12,21.0
P615,W12,34.0
P617,W12,36.0
P618,W12,37.0
P619,W12,22.0
P620,W12,39.0
P621,W12,33.0
P622,W12,25.0
P623,W12,30.0
P626,W12,13.0
P627,W12,11.0
P628,W12,14.0
P631,W12,15.0
P634,W12,12.0
P635,W12,13.0
P636,W12,15.0
P638,W12,22.0
P640,W12,13.0
P781,W12,13.0
P783,W12,14.0
P10,W13,19.0
P11,W13,12.0
P13,W13,13.0
P14,W13,14.0
P15,W13,42.0
P16,W13,43.0
P17,W13,52.0
P18,W13,41.0
P19,W13,33.0
P21,W13,12.0
P24,W13,52.0
P25,W13,39.0
P27,W13,47.0
P28,W13,27.0
P29,W13,12.0
P30,W13,42.0
P34,W13,48.0
P35,W13,42.0
P36,W13,34.0
P37,W13,25.0
P38,W13,33.0
P39,W13,35.0
P40,W13,43.0
P41,W13,36.0
P42,W13,45.0
P43,W13,32.0
P44,W13,45.0
P45,W13,37.0
P46,W13,39.0
P47,W13,37.0
P48,W13,32.0
P49,W13,44.0
P51,W13,25.0
P52,W13,32.0
P54,W13,43.0
P55,W13,30.0
P56,W13,38.0
P57,W13,41.0
P58,W13,32.0
P60,W13,33.0
P61,W13,32.0
P62,W13,22.0
P63,W13,41.0
P64,W13,33.0
P66,W13,34.0
P67,W13,42.0
P68,W13,16.0
P69,W13,38.0
P70,W13,35.0
P71,W13,15.0
P72,W13,45.0
P73,W13,44.0
P74,W13,17.0
P75,W13,44.0
P76,W13,41.0
P78,W13,39.0
P79,W13,30.0
P80,W13,37.0
P81,W13,11.0
P83,W13,31.0
P84,W13,35.0
P85,W13,36.0
P86,W13,46.0
P87,W13,40.0
P88,W13,37.0
P89,W13,41.0
P90,W13,27.0
P92,W13,39.0
P95,W13,12.0
P96,W13,38.0
P97,W13,44.0
P101,W13,36.0
P102,W13,31.0
P106,W13,12.0
P107,W13,19.0
P111,W13,14.0
P112,W13,27.0
P113,W13,32.0
P114,W13,13.0
P115,W13,17.0
P118,W13,11.0
P119,W13,31.0
P120,W13,38.0
P121,W13,11.0
P122,W13,19.0
P128,W13,33.0
P129,W13,36.0
P130,W13,29.0
P131,W13,40.0
P132,W13,40.0
P133,W13,30.0
P134,W13,52.0
P135,W13,55.0
P136,W13,32.0
P137,W13,43.0
P138,W13,38.0
P139,W13,39.0
P140,W13,19.0
P141,W13,30.0
P142,W13,42.0
P143,W13,43.0
P147,W13,16.0
P153,W13,13.0
P165,W13,11.0
P166,W13,14.0
P167,W13,42.0
P168,W13,40.0
P169,W13,37.0
P170,W13,34.0
P172,W13,36.0
P173,W13,40.0
P174,W13,35.0
P175,W13,36.0
P176,W13,31.0
P177,W13,44.0
P178,W13,40.0
P179,W13,34.0
P180,W13,44.0
P181,W13,47.0
P182,W13,37.0
P183,W13,40.0
P184,W13,47.0
P185,W13,34.0
P186,W13,37.0
P187,W13,38.0
P188,W13,34.0
P189,W13,29.0
P190,W13,54.0
P191,W13,46.0
P192,W13,39.0
P193,W13,45.0
P194,W13,32.0
P196,W13,34.0
P197,W13,15.0
P198,W13,12.0
P200,W13,16.0
P202,W13,17.0
P208,W13,33.0
P209,W13,12.0
P210,W13,14.0
P211,W13,12.0
P261,W13,24.0
P262,W13,31.0
P263,W13,12.0
P268,W13,20.0
P269,W13,12.0
P270,W13,26.0
P284,W13,29.0
P286,W13,18.0
P309,W13,11.0
P314,W13,12.0
P332,W13,11.0
P333,W13,14.0
P364,W13,13.0
P397,W13,16.0
P398,W13,12.0
P399,W13,13.0
P400,W13,13.0
P403,W13,20.0
P405,W13,25.0
P407,W13,19.0
P408,W13,12.0
P409,W13,38.0
P410,W13,15.0
P411,W13,16.0
P435,W13,17.0
P436,W13,13.0
P486,W13,17.0
P488,W13,18.0
P490,W13,18.0
P491,W13,15.0
P493,W13,17.0
P494,W13,11.0
P495,W13,24.0
P503,W13,23.0
P505,W13,17.0
P506,W13,20.0
P507,W13,24.0
P511,W13,27.0
P513,W13,18.0
P514,W13,13.0
P516,W13,18.0
P517,W13,17.0
P518,W13,16.0
P519,W13,27.0
P520,W13,15.0
P522,W13,13.0
P523,W13,17.0
P524,W13,15.0
P525,W13,14.0
P526,W13,11.0
P527,W13,16.0
P529,W13,15.0
P530,W13,14.0
P532,W13,18.0
P533,W13,37.0
P535,W13,26.0
P536,W13,13.0
P538,W13,16.0
P539,W13,14.0
P540,W13,23.0
P543,W13,14.0
P544,W13,17.0
P545,W13,12.0
P546,W13,16.0
P548,W13,41.0
P549,W13,34.0
P554,W13,12.0
P555,W13,14.0
P556,W13,16.0
P557,W13,24.0
P559,W13,12.0
P560,W13,14.0
P564,W13,13.0
P566,W13,24.0
P598,W13,11.0
P613,W13,17.0
P615,W13,29.0
P617,W13,28.0
P618,W13,39.0
P619,W13,37.0
P620,W13,30.0
P621,W13,36.0
P622,W13,36.0
P623,W13,35.0
P627,W13,12.0
P629,W13,12.0
P630,W13,14.0
P633,W13,15.0
P634,W13,12.0
P638,W13,15.0
P640,W13,24.0
P781,W13,16.0
P783,W13,22.0
P3,W14,12.0
P4,W14,15.0
P5,W14,13.0
P10,W14,15.0
P14,W14,25.0
P15,W14,43.0
P16,W14,54.0
P17,W14,29.0
P18,W14,43.0
P19,W14,40.0
P22,W14,12.0
P24,W14,43.0
P25,W14,32.0
P26,W14,18.0
P27,W14,29.0
P28,W14,36.0
P29,W14,11.0
P30,W14,37.0
P33,W14,14.0
P34,W14,35.0
P35,W14,41.0
P36,W14,37.0
P37,W14,51.0
P38,W14,42.0
P39,W14,36.0
P40,W14,37.0
P41,W14,50.0
P42,W14,48.0
P43,W14,44.0
P44,W14,35.0
P45,W14,37.0
P46,W14,28.0
P47,W14,47.0
P48,W14,51.0
P49,W14,36.0
P50,W14,11.0
P51,W14,21.0
P52,W14,43.0
P54,W14,47.0
P55,W14,32.0
P56,W14,40.0
P57,W14,28.0
P58,W14,36.0
P60,W14,32.0
P61,W14,38.0
P62,W14,18.0
P63,W14,55.0
P64,W14,28.0
P65,W14,12.0
P66,W14,44.0
P67,W14,33.0
P69,W14,39.0
P70,W14,35.0
P71,W14,12.0
P72,W14,43.0
P73,W14,37.0
P75,W14,45.0
P76,W14,34.0
P78,W14,32.0
P79,W14,43.0
P80,W14,51.0
P83,W14,41.0
P84,W14,56.0
P85,W14,28.0
P86,W14,29.0
P87,W14,28.0
P88,W14,32.0
P89,W14,31.0
P90,W14,30.0
P92,W14,45.0
P94,W14,11.0
P95,W14,15.0
P96,W14,34.0
P97,W14,30.0
P100,W14,12.0
P101,W14,37.0
P102,W14,28.0
P106,W14,13.0
P107,W14,19.0
P109,W14,14.0
P112,W14,41.0
P113,W14,29.0
P115,W14,14.0
P116,W14,12.0
P119,W14,45.0
P120,W14,35.0
P128,W14,35.0
P129,W14,37.0
P130,W14,37.0
P131,W14,42.0
P132,W14,37.0
P133,W14,42.0
P134,W14,57.0
P135,W14,43.0
P136,W14,45.0
P137,W14,41.0
P138,W14,19.0
P139,W14,38.0
P140,W14,32.0
P141,W14,42.0
P142,W14,42.0
P143,W14,33.0
P144,W14,11.0
P145,W14,15.0
P153,W14,11.0
P154,W14,11.0
P162,W14,11.0
P166,W14,13.0
P167,W14,34.0
P168,W14,37.0
P169,W14,29.0
P170,W14,28.0
P172,W14,43.0
P173,W14,44.0
P174,W14,40.0
P175,W14,36.0
P176,W14,35.0
P177,W14,43.0
P178,W14,47.0
P179,W14,51.0
P180,W14,38.0
P181,W14,43.0
P182,W14,36.0
P183,W14,39.0
P184,W14,44.0
P185,W14,37.0
P186,W14,26.0
P187,W14,36.0
P188,W14,39.0
P189,W14,39.0
P190,W14,47.0
P191,W14,38.0
P192,W14,29.0
P193,W14,43.0
P194,W14,43.0
P196,W14,32.0
P197,W14,15.0
P198,W14,15.0
P200,W14,16.0
P202,W14,19.0
P205,W14,16.0
P208,W14,41.0
P209,W14,11.0
P210,W14,20.0
P211,W14,14.0
P261,W14,24.0
P262,W14,33.0
P263,W14,23.0
P264,W14,15.0
P266,W14,12.0
P268,W14,19.0
P270,W14,19.0
P284,W14,17.0
P286,W14,24.0
P299,W14,11.0
P319,W14,13.0
P332,W14,12.0
P333,W14,11.0
P364,W14,19.0
P397,W14,12.0
P399,W14,15.0
P400,W14,14.0
P403,W14,21.0
P405,W14,12.0
P406,W14,15.0
P407,W14,18.0
P408,W14,16.0
P409,W14,34.0
P410,W14,12.0
P411,W14,15.0
P432,W14,11.0
P435,W14,29.0
P436,W14,12.0
P485,W14,13.0
P486,W14,19.0
P487,W14,14.0
P491,W14,24.0
P492,W14,16.0
P493,W14,11.0
P494,W14,11.0
P495,W14,23.0
P500,W14,11.0
P503,W14,13.0
P504,W14,11.0
P505,W14,16.0
P506,W14,11.0
P507,W14,17.0
P508,W14,12.0
P511,W14,28.0
P512,W14,18.0
P513,W14,22.0
P515,W14,17.0
P516,W14,16.0
P518,W14,11.0
P520,W14,12.0
P521,W14,18.0
P522,W14,12.0
P523,W14,12.0
P525,W14,13.0
P526,W14,20.0
P527,W14,16.0
P529,W14,16.0
P530,W14,14.0
P532,W14,14.0
P533,W14,41.0
P535,W14,19.0
P537,W14,16.0
P538,W14,13.0
P540,W14,20.0
P542,W14,14.0
P544,W14,14.0
P545,W14,20.0
P546,W14,12.0
P547,W14,11.0
P548,W14,41.0
P549,W14,36.0
P551,W14,15.0
P552,W14,13.0
P554,W14,22.0
P557,W14,31.0
P558,W14,13.0
P559,W14,20.0
P566,W14,15.0
P586,W14,13.0
P598,W14,16.0
P613,W14,29.0
P615,W14,24.0
P617,W14,27.0
P618,W14,37.0
P619,W14,43.0
P620,W14,40.0
P621,W14,35.0
P622,W14,46.0
P623,W14,25.0
P624,W14,12.0
P625,W14,11.0
P626,W14,11.0
P632,W14,13.0
P633,W14,11.0
P634,W14,16.0
P635,W14,16.0
P636,W14,13.0
P640,W14,11.0
P781,W14,19.0
P783,W14,15.0
P8,W15,11.0
P10,W15,19.0
P11,W15,16.0
P14,W15,18.0
P15,W15,51.0
P16,W15,48.0
P17,W15,45.0
P18,W15,27.0
P19,W15,45.0
P20,W15,13.0
P21,W15,12.0
P24,W15,45.0
P25,W15,36.0
P27,W15,45.0
P28,W15,38.0
P30,W15,38.0
P32,W15,16.0
P33,W15,13.0
P34,W15,40.0
P35,W15,31.0
P36,W15,47.0
P37,W15,44.0
P38,W15,41.0
P39,W15,34.0
P40,W15,45.0
P41,W15,41.0
P42,W15,31.0
P43,W15,47.0
P44,W15,42.0
P45,W15,27.0
P46,W15,43.0
P47,W15,36.0
P48,W15,50.0
P49,W15,41.0
P51,W15,16.0
P52,W15,39.0
P54,W15,33.0
P55,W15,37.0
P56,W15,31.0
P57,W15,45.0
P58,W15,41.0
P60,W15,37.0
P61,W15,40.0
P62,W15,16.0
P63,W15,34.0
P64,W15,45.0
P66,W15,27.0
P67,W15,42.0
P69,W15,36.0
P70,W15,47.0
P71,W15,12.0
P72,W15,39.0
P73,W15,39.0
P74,W15,11.0
P75,W15,28.0
P76,W15,38.0
P78,W15,44.0
P79,W15,35.0
P80,W15,46.0
P81,W15,16.0
P83,W15,37.0
P84,W15,34.0
P85,W15,40.0
P86,W15,39.0
P87,W15,38.0
P88,W15,35.0
P89,W15,27.0
P90,W15,47.0
P91,W15,11.0
P92,W15,59.0
P95,W15,21.0
P96,W15,26.0
P97,W15,41.0
P99,W15,12.0
P100,W15,14.0
P101,W15,40.0
P102,W15,37.0
P106,W15,16.0
P107,W15,18.0
P109,W15,17.0
P112,W15,27.0
P113,W15,34.0
P114,W15,16.0
P115,W15,17.0
P116,W15,16.0
P119,W15,43.0
P120,W15,47.0
P121,W15,14.0
P122,W15,17.0
P128,W15,31.0
P129,W15,43.0
P130,W15,28.0
P131,W15,45.0
P132,W15,28.0
P133,W15,42.0
P134,W15,31.0
P135,W15,45.0
P136,W15,36.0
P137,W15,44.0
P138,W15,40.0
P139,W15,38.0
P140,W15,44.0
P141,W15,35.0
P142,W15,39.0
P143,W15,47.0
P144,W15,12.0
P145,W15,13.0
P147,W15,13.0
P149,W15,13.0
P162,W15,12.0
P164,W15,12.0
P165,W15,15.0
P167,W15,37.0
P168,W15,33.0
P169,W15,36.0
P170,W15,48.0
P171,W15,11.0
P172,W15,36.0
P173,W15,41.0
P174,W15,52.0
P175,W15,46.0
P176,W15,37.0
P177,W15,46.0
P178,W15,53.0
P179,W15,50.0
P180,W15,53.0
P181,W15,50.0
P182,W15,31.0
P183,W15,38.0
P184,W15,52.0
P185,W15,33.0
P186,W15,41.0
P187,W15,30.0
P188,W15,35.0
P189,W15,38.0
P190,W15,30.0
P191,W15,35.0
P192,W15,43.0
P193,W15,35.0
P194,W15,42.0
P196,W15,30.0
P198,W15,15.0
P200,W15,16.0
P202,W15,20.0
P205,W15,13.0
P208,W15,29.0
P209,W15,11.0
P211,W15,11.0
P261,W15,24.0
P262,W15,53.0
P263,W15,14.0
P268,W15,20.0
P269,W15,13.0
P270,W15,26.0
P284,W15,21.0
P286,W15,26.0
P294,W15,25.0
P299,W15,12.0
P305,W15,12.0
P319,W15,13.0
P333,W15,15.0
P364,W15,18.0
P398,W15,16.0
P399,W15,14.0
P400,W15,17.0
P405,W15,17.0
P406,W15,15.0
P407,W15,17.0
P408,W15,11.0
P409,W15,48.0
P410,W15,18.0
P411,W15,18.0
P413,W15,14.0
P429,W15,14.0
P435,W15,18.0
P436,W15,14.0
P486,W15,20.0
P487,W15,13.0
P491,W15,15.0
P493,W15,15.0
P494,W15,21.0
P495,W15,17.0
P503,W15,14.0
P504,W15,21.0
P505,W15,16.0
P506,W15,12.0
P507,W15,16.0
P511,W15,32.0
P512,W15,26.0
P513,W15,23.0
P514,W15,21.0
P515,W15,11.0
P516,W15,18.0
P517,W15,22.0
P519,W15,26.0
P520,W15,13.0
P523,W15,11.0
P524,W15,14.0
P525,W15,17.0
P526,W15,17.0
P528,W15,14.0
P529,W15,14.0
P530,W15,16.0
P533,W15,26.0
P535,W15,16.0
P536,W15,14.0
P537,W15,26.0
P539,W15,13.0
P540,W15,18.0
P541,W15,19.0
P542,W15,12.0
P543,W15,14.0
P545,W15,18.0
P547,W15,17.0
P548,W15,34.0
P549,W15,38.0
P550,W15,15.0
P551,W15,13.0
P554,W15,22.0
P555,W15,15.0
P556,W15,16.0
P557,W15,23.0
P558,W15,12.0
P559,W15,12.0
P564,W15,13.0
P566,W15,22.0
P596,W15,11.0
P598,W15,16.0
P612,W15,15.0
P613,W15,20.0
P615,W15,29.0
P617,W15,44.0
P618,W15,29.0
P619,W15,32.0
P620,W15,32.0
P621,W15,35.0
P622,W15,41.0
P623,W15,28.0
P625,W15,14.0
P632,W15,14.0
P633,W15,12.0
P636,W15,19.0
P640,W15,18.0
P781,W15,22.0
P783,W15,15.0
P1,W16,14.0
P4,W16,11.0
P9,W16,13.0
P10,W16,22.0
P11,W16,13.0
P14,W16,13.0
P15,W16,40.0
P16,W16,34.0
P17,W16,34.0
P18,W16,38.0
P19,W16,48.0
P20,W16,11.0
P21,W16,12.0
P22,W16,17.0
P24,W16,41.0
P25,W16,31.0
P26,W16,11.0
P27,W16,52.0
P28,W16,24.0
P29,W16,19.0
P30,W16,40.0
P31,W16,11.0
P32,W16,11.0
P33,W16,13.0
P34,W16,38.0
P35,W16,38.0
P36,W16,30.0
P37,W16,42.0
P38,W16,31.0
P39,W16,35.0
P40,W16,47.0
P41,W16,50.0
P42,W16,45.0
P43,W16,45.0
P44,W16,45.0
P45,W16,33.0
P46,W16,50.0
P47,W16,30.0
P48,W16,45.0
P49,W16,35.0
P50,W16,12.0
P51,W16,24.0
P52,W16,46.0
P54,W16,34.0
P55,W16,40.0
P56,W16,34.0
P57,W16,39.0
P58,W16,35.0
P59,W16,11.0
P60,W16,45.0
P61,W16,30.0
P62,W16,19.0
P63,W16,42.0
P64,W16,41.0
P65,W16,15.0
P66,W16,48.0
P67,W16,30.0
P68,W16,12.0
P69,W16,38.0
P70,W16,43.0
P72,W16,48.0
P73,W16,22.0
P75,W16,33.0
P76,W16,41.0
P78,W16,44.0
P79,W16,30.0
P80,W16,21.0
P83,W16,46.0
P84,W16,62.0
P85,W16,29.0
P86,W16,30.0
P87,W16,31.0
P88,W16,34.0
P89,W16,32.0
P90,W16,39.0
P92,W16,48.0
P93,W16,12.0
P94,W16,11.0
P96,W16,36.0
P97,W16,28.0
P101,W16,52.0
P102,W16,44.0
P103,W16,13.0
P107,W16,18.0
P109,W16,13.0
P110,W16,13.0
P112,W16,50.0
P113,W16,34.0
P115,W16,11.0
P118,W16,14.0
P119,W16,37.0
P120,W16,52.0
P128,W16,35.0
P129,W16,44.0
P130,W16,32.0
P131,W16,34.0
P132,W16,30.0
P133,W16,42.0
P134,W16,34.0
P135,W16,47.0
P136,W16,34.0
P137,W16,34.0
P138,W16,41.0
P139,W16,47.0
P140,W16,33.0
P141,W16,37.0
P142,W16,43.0
P143,W16,43.0
P144,W16,11.0
P152,W16,12.0
P164,W16,14.0
P166,W16,18.0
P167,W16,41.0
P168,W16,42.0
P169,W16,37.0
P170,W16,35.0
P172,W16,34.0
P173,W16,54.0
P174,W16,47.0
P175,W16,37.0
P176,W16,35.0
P177,W16,29.0
P178,W16,44.0
P179,W16,43.0
P180,W16,55.0
P181,W16,35.0
P182,W16,39.0
P183,W16,34.0
P184,W16,40.0
P185,W16,25.0
P186,W16,48.0
P187,W16,33.0
P188,W16,52.0
P189,W16,35.0
P190,W16,47.0
P191,W16,31.0
P192,W16,40.0
P193,W16,46.0
P194,W16,41.0
P196,W16,47.0
P200,W16,16.0
P202,W16,17.0
P205,W16,13.0
P208,W16,33.0
P261,W16,26.0
P262,W16,41.0
P263,W16,16.0
P264,W16,14.0
P268,W16,24.0
P269,W16,15.0
P270,W16,23.0
P284,W16,17.0
P285,W16,14.0
P286,W16,33.0
P304,W16,13.0
P309,W16,16.0
P314,W16,11.0
P319,W16,14.0
P332,W16,12.0
P334,W16,12.0
P364,W16,19.0
P398,W16,11.0
P400,W16,14.0
P403,W16,17.0
P405,W16,16.0
P406,W16,14.0
P407,W16,16.0
P408,W16,15.0
P409,W16,52.0
P410,W16,19.0
P411,W16,23.0
P413,W16,12.0
P435,W16,17.0
P436,W16,11.0
P485,W16,14.0
P486,W16,30.0
P487,W16,18.0
P488,W16,18.0
P491,W16,25.0
P494,W16,13.0
P495,W16,19.0
P499,W16,14.0
P502,W16,20.0
P505,W16,20.0
P506,W16,17.0
P507,W16,20.0
P511,W16,31.0
P512,W16,20.0
P513,W16,27.0
P514,W16,12.0
P515,W16,17.0
P516,W16,15.0
P517,W16,13.0
P519,W16,27.0
P520,W16,15.0
P522,W16,15.0
P523,W16,19.0
P525,W16,11.0
P526,W16,18.0
P527,W16,11.0
P530,W16,18.0
P533,W16,29.0
P535,W16,20.0
P536,W16,18.0
P537,W16,17.0
P538,W16,11.0
P539,W16,16.0
P540,W16,23.0
P543,W16,17.0
P545,W16,19.0
P546,W16,14.0
P548,W16,33.0
P549,W16,31.0
P554,W16,21.0
P555,W16,14.0
P556,W16,20.0
P557,W16,27.0
P558,W16,15.0
P559,W16,11.0
P560,W16,12.0
P563,W16,17.0
P564,W16,11.0
P566,W16,28.0
P598,W16,14.0
P612,W16,16.0
P613,W16,20.0
P615,W16,24.0
P617,W16,32.0
P618,W16,51.0
P619,W16,52.0
P620,W16,42.0
P621,W16,52.0
P622,W16,35.0
P623,W16,42.0
P625,W16,12.0
P629,W16,11.0
P630,W16,12.0
P631,W16,18.0
P632,W16,15.0
P633,W16,13.0
P635,W16,11.0
P636,W16,12.0
P638,W16,13.0
P640,W16,21.0
P781,W16,18.0
P783,W16,12.0
P3,W17,11.0
P5,W17,15.0
P10,W17,23.0
P14,W17,22.0
P15,W17,44.0
P16,W17,36.0
P17,W17,43.0
P18,W17,31.0
P19,W17,35.0
P24,W17,42.0
P25,W17,32.0
P26,W17,12.0
P27,W17,38.0
P28,W17,36.0
P29,W17,25.0
P30,W17,35.0
P33,W17,12.0
P34,W17,36.0
P35,W17,27.0
P36,W17,46.0
P37,W17,52.0
P38,W17,43.0
P39,W17,40.0
P40,W17,39.0
P41,W17,50.0
P42,W17,35.0
P43,W17,51.0
P44,W17,37.0
P45,W17,39.0
P46,W17,39.0
P47,W17,40.0
P48,W17,34.0
P49,W17,39.0
P50,W17,13.0
P51,W17,26.0
P52,W17,36.0
P54,W17,45.0
P55,W17,30.0
P56,W17,28.0
P57,W17,34.0
P58,W17,30.0
P60,W17,34.0
P61,W17,36.0
P62,W17,21.0
P63,W17,46.0
P64,W17,33.0
P65,W17,15.0
P66,W17,48.0
P67,W17,34.0
P69,W17,35.0
P70,W17,45.0
P72,W17,36.0
P73,W17,29.0
P75,W17,35.0
P76,W17,38.0
P78,W17,43.0
P79,W17,53.0
P80,W17,36.0
P82,W17,16.0
P83,W17,28.0
P84,W17,29.0
P85,W17,39.0
P86,W17,28.0
P87,W17,36.0
P88,W17,26.0
P89,W17,40.0
P90,W17,34.0
P91,W17,14.0
P92,W17,42.0
P93,W17,11.0
P94,W17,16.0
P95,W17,15.0
P96,W17,41.0
P97,W17,39.0
P100,W17,19.0
